name,comb
MOSARQP2,M=700
MOSARQP2,COND=1.0
MOSARQP2,N=2500
MOSARQP2,M=700
MOSARQP2,COND=2.0
MOSARQP2,N=2500
MOSARQP2,M=700
MOSARQP2,COND=3.0
STCQP2,P=2
STCQP2,P=4
STCQP2,P=6
STCQP2,P=8
STCQP2,P=10
STCQP2,P=12
STCQP2,P=13
STCQP2,P=14
STCQP2,P=15
STCQP2,P=16
FLOSP2TL,M=1
FLOSP2TL,M=2
FLOSP2TL,M=5
FLOSP2TL,M=8
FLOSP2TL,M=10
FLOSP2TL,M=15
FLOSP2TL,RA=1.0D+3
NGONE,HNS=3
NGONE,HNS=5
NGONE,HNS=24
NGONE,HNS=49
NGONE,HNS=99
NGONE,HNS=249
NGONE,HNS=999
EIGMAXC,M=2
EIGMAXC,M=10
EIGMAXC,M=100
ROBOTARM,NH=50
ROBOTARM,NH=100
ROBOTARM,NH=200
ROBOTARM,NH=400
DITTERT,N=2
DITTERT,N=3
DITTERT,N=4
DITTERT,N=5
DITTERT,N=6
DITTERT,N=7
DITTERT,N=8
DITTERT,N=9
DITTERT,N=10
WATSONNE,N=12
WATSONNE,N=31
GENHUMPS,N=5
GENHUMPS,N=10
GENHUMPS,N=100
GENHUMPS,N=500
GENHUMPS,N=1000
GENHUMPS,N=5000
GENHUMPS,ZETA=2.0
GENHUMPS,ZETA=20.0
FMINSRF2,P=4
FMINSRF2,P=7
FMINSRF2,P=8
FMINSRF2,P=11
FMINSRF2,P=31
FMINSRF2,P=32
FMINSRF2,P=75
FMINSRF2,P=100
FMINSRF2,P=125
READING2,N=2
READING2,N=50
READING2,N=100
READING2,N=500
READING2,N=1000
READING2,N=2000
READING2,N=5000
CVXQP2,N=10
CVXQP2,N=50
CVXQP2,N=100
CVXQP2,N=1000
CVXQP2,N=10000
EIGENC,M=2
EIGENC,M=10
EIGENC,M=25
DRCAVTY3,M=10
DRCAVTY3,M=31
DRCAVTY3,M=63
DRCAVTY3,M=100
DRCAVTY3,RE=4500.0
FLOSP2TH,M=1
FLOSP2TH,M=2
FLOSP2TH,M=5
FLOSP2TH,M=8
FLOSP2TH,M=10
FLOSP2TH,M=15
FLOSP2TH,RA=1.0D+7
GRIDNETH,L=2
GRIDNETH,L=10
GRIDNETH,L=20
GRIDNETH,L=30
GRIDNETH,L=40
GRIDNETH,C=2.0
GRIDNETH,R=0.1
GRIDNETH,A=1.0
NLMSURF,P=4
NLMSURF,P=7
NLMSURF,P=8
NLMSURF,P=11
NLMSURF,P=31
NLMSURF,P=32
NLMSURF,P=75
NLMSURF,P=100
NLMSURF,P=125
TAXR53322,NA=5
TAXR53322,NB=3
TAXR53322,NC=3
TAXR53322,ND=2
TAXR53322,NE=2
SCURLY30,N=10
SCURLY30,N=100
SCURLY30,N=1000
SCURLY30,N=10000
SCURLY30,N=100000
SCURLY30,N=1000000
DRUGDISE,NI=10
DRUGDISE,NI=100
DRUGDISE,NI=100
DRUGDISE,TOXIC=0.026
DRUGDISE,WSS=0.02
DRUGDISE,UMAX=8.0
DRUGDISE,PSTART=0.0
DRUGDISE,PFINAL=2.0
DRUGDISE,Z=46.4
CAMSHAPE,N=100
CAMSHAPE,N=200
CAMSHAPE,N=400
CAMSHAPE,N=800
EIGMINC,M=2
EIGMINC,M=10
EIGMINC,M=100
LUKVLE16,N=97
LUKVLE16,N=997
LUKVLE16,N=9997
LUKVLE16,N=99997
CONT6-QQ,n=100
CONT6-QQ,n=200
CONT6-QQ,n=400
CONT6-QQ,n=600
CONT6-QQ,n=800
DRCAV2LQ,M=10
DRCAV2LQ,M=31
DRCAV2LQ,M=63
DRCAV2LQ,M=100
DRCAV2LQ,RE=1000.0
LUKVLE17,N=97
LUKVLE17,N=997
LUKVLE17,N=9997
LUKVLE17,N=99997
HILBERTA,N=2
HILBERTA,N=4
HILBERTA,N=5
HILBERTA,N=6
HILBERTA,N=10
HILBERTA,D=0.0
SINQUAD,N=5
SINQUAD,N=50
SINQUAD,N=100
SINQUAD,N=500
SINQUAD,N=1000
SINQUAD,N=5000
SINQUAD,N=10000
EIGMINB,N=2
EIGMINB,N=10
EIGMINB,N=100
KISSING2,m=24
KISSING2,m=25
KISSING2,m=100
KISSING2,n=4
KISSING2,n=8
S368,N=8
S368,N=50
S368,N=100
GRIDNETI,L=2
GRIDNETI,L=10
GRIDNETI,L=20
GRIDNETI,L=30
GRIDNETI,L=40
GRIDNETI,C=2.0
GRIDNETI,R=0.1
GRIDNETI,A=1.0
TRAINH,N=11
TRAINH,N=51
TRAINH,N=101
TRAINH,N=201
TRAINH,N=501
TRAINH,N=1001
TRAINH,N=5001
TRAINH,TIME=4.8
TRAINH,LENGTH=6.0
TRAINH,NS=3
TRAINH,Z1=2.0
TRAINH,Z2=4.0
TRAINH,S1=2.0
TRAINH,S2=0.0
TRAINH,S3=-2.0
SPARSINE,N=10
SPARSINE,N=50
SPARSINE,N=100
SPARSINE,N=1000
SPARSINE,N=5000
SPARSINE,N=10000
DRCAVTY2,M=10
DRCAVTY2,M=31
DRCAVTY2,M=63
DRCAVTY2,M=100
DRCAVTY2,RE=1000.0
SCHMVETT,N=3
SCHMVETT,N=10
SCHMVETT,N=100
SCHMVETT,N=500
SCHMVETT,N=1000
SCHMVETT,N=5000
SCHMVETT,N=10000
CVXQP3,N=10
CVXQP3,N=50
CVXQP3,N=100
CVXQP3,N=1000
CVXQP3,N=10000
EIGENB,N=2
EIGENB,N=10
EIGENB,N=50
READING3,N=2
READING3,N=5
READING3,N=50
READING3,N=100
READING3,N=500
READING3,N=1000
READING3,N=2000
READING3,N=5000
JANNSON4,N=3
JANNSON4,N=10000
CHAINWOO,NS=1
CHAINWOO,NS=49
CHAINWOO,NS=499
CHAINWOO,NS=1999
CHAINWOO,NS=4999
CHENHARK,N=10
CHENHARK,N=100
CHENHARK,N=1000
CHENHARK,N=5000
CHENHARK,N=10000
CHENHARK,N=50000
CHENHARK,NFREE=5
CHENHARK,NFREE=50
CHENHARK,NFREE=500
CHENHARK,NFREE=2500
CHENHARK,NFREE=5000
CHENHARK,NFREE=10000
CHENHARK,NDEGEN=2
CHENHARK,NDEGEN=20
CHENHARK,NDEGEN=200
CHENHARK,NDEGEN=500
CHENHARK,NDEGEN=1000
CHENHARK,NDEGEN=2000
READING1,N=2
READING1,N=50
READING1,N=100
READING1,N=500
READING1,N=1000
READING1,N=2000
READING1,N=5000
DTOC1L,N=10
DTOC1L,NX=2
DTOC1L,NY=4
DTOC1L,N=50
DTOC1L,NX=2
DTOC1L,NY=4
DTOC1L,N=100
DTOC1L,NX=2
DTOC1L,NY=4
DTOC1L,N=500
DTOC1L,NX=2
DTOC1L,NY=4
DTOC1L,N=1000
DTOC1L,NX=2
DTOC1L,NY=4
DTOC1L,N=10
DTOC1L,NX=5
DTOC1L,NY=10
DTOC1L,N=50
DTOC1L,NX=5
DTOC1L,NY=10
DTOC1L,N=100
DTOC1L,NX=5
DTOC1L,NY=10
DTOC1L,N=500
DTOC1L,NX=5
DTOC1L,NY=10
DTOC1L,N=1000
DTOC1L,NX=5
DTOC1L,NY=10
TAXR213322,NA=21
TAXR213322,NB=3
TAXR213322,NC=3
TAXR213322,ND=2
TAXR213322,NE=2
OBSTCLBL,PX=4
OBSTCLBL,PY=4
OBSTCLBL,PX=10
OBSTCLBL,PY=10
OBSTCLBL,PX=23
OBSTCLBL,PY=23
OBSTCLBL,PX=32
OBSTCLBL,PY=32
OBSTCLBL,PX=75
OBSTCLBL,PY=75
OBSTCLBL,PX=100
OBSTCLBL,PY=100
OBSTCLBL,PX=125
OBSTCLBL,PY=125
OBSTCLBL,C=1.0
CVXQP1,N=10
CVXQP1,N=50
CVXQP1,N=100
CVXQP1,N=1000
CVXQP1,N=10000
CVXQP1,N=100000
FLETCHBV,N=10
FLETCHBV,N=100
FLETCHBV,N=1000
FLETCHBV,N=5000
FLETCHBV,N=10000
FLETCHBV,KAPPA=1.0
FLETCHBV,KAPPA=0.0
FLETCHCR,N=10
FLETCHCR,N=100
FLETCHCR,N=1000
POWER,N=10
POWER,N=20
POWER,N=30
POWER,N=50
POWER,N=75
POWER,N=100
POWER,N=500
POWER,N=1000
POWER,N=5000
POWER,N=10000
GILBERT,N=2
GILBERT,N=5
GILBERT,N=10
GILBERT,N=20
GILBERT,N=50
GILBERT,N=100
GILBERT,N=200
GILBERT,N=500
GILBERT,N=1000
GILBERT,N=5000
LUKVLI18,N=97
LUKVLI18,N=997
LUKVLI18,N=9997
LUKVLI18,N=99997
COSHFUN,M=3
COSHFUN,M=8
COSHFUN,M=14
COSHFUN,M=20
COSHFUN,M=200
COSHFUN,M=2000
AUG3DC,NX=3
AUG3DC,NX=10
AUG3DC,NX=20
AUG3DC,NX=30
AUG3DC,NY=3
AUG3DC,NY=10
AUG3DC,NY=20
AUG3DC,NY=30
AUG3DC,NZ=3
AUG3DC,NZ=10
AUG3DC,NZ=20
AUG3DC,NZ=30
LUKVLE15,N=97
LUKVLE15,N=997
LUKVLE15,N=9997
LUKVLE15,N=99997
HILBERTB,N=5
HILBERTB,N=10
HILBERTB,N=50
HILBERTB,D=5.0
LUKVLE14,N=98
LUKVLE14,N=998
LUKVLE14,N=9998
LUKVLE14,N=99998
COSINE,N=10
COSINE,N=100
COSINE,N=1000
COSINE,N=10000
TOINTGSS,N=10
TOINTGSS,N=50
TOINTGSS,N=100
TOINTGSS,N=500
TOINTGSS,N=1000
TOINTGSS,N=5000
TOINTGSS,N=10000
CHAIN,NH=50
CHAIN,NH=100
CHAIN,NH=200
CHAIN,NH=400
EIGMINA,N=2
EIGMINA,N=10
EIGMINA,N=100
RDW2D52F,N=2
RDW2D52F,N=4
RDW2D52F,N=8
RDW2D52F,N=16
RDW2D52F,N=32
RDW2D52F,N=64
RDW2D52F,N=128
RDW2D52F,N=256
RDW2D52F,N=512
RDW2D52F,N=1024
RDW2D52F,N=2048
RDW2D52F,N=4096
RDW2D52F,N=8192
RDW2D52F,N=16384
RDW2D52F,BETA=0.005
CURLY10,N=100
CURLY10,N=1000
CURLY10,N=10000
EIGENC2,M=2
EIGENC2,M=10
EIGENC2,M=25
EIGENC2,M=50
EIGENA,N=2
EIGENA,N=10
EIGENA,N=50
OBSTCLBM,PX=4
OBSTCLBM,PY=4
OBSTCLBM,PX=10
OBSTCLBM,PY=10
OBSTCLBM,PX=23
OBSTCLBM,PY=23
OBSTCLBM,PX=32
OBSTCLBM,PY=32
OBSTCLBM,PX=75
OBSTCLBM,PY=75
OBSTCLBM,PX=100
OBSTCLBM,PY=100
OBSTCLBM,PX=125
OBSTCLBM,PY=125
OBSTCLBM,C=1.0
DRCAVTY1,M=10
DRCAVTY1,M=31
DRCAVTY1,M=63
DRCAVTY1,M=100
DRCAVTY1,RE=500.0
YATP1NE,N=10
YATP1NE,N=50
YATP1NE,N=100
YATP1NE,N=200
YATP1NE,N=350
BROWNALE,N=10
BROWNALE,N=100
BROWNALE,N=200
BROWNALE,N=1000
EDENSCH,N=36
EDENSCH,N=2000
VANDERM4,N=2
VANDERM4,N=3
VANDERM4,N=4
VANDERM4,N=5
VANDERM4,N=10
VANDERM4,N=50
VANDERM4,N=100
CHEMRCTA,N=5
CHEMRCTA,N=25
CHEMRCTA,N=50
CHEMRCTA,N=250
CHEMRCTA,N=500
CHEMRCTA,N=2500
CHEMRCTA,PEM=1.0
CHEMRCTA,PEH=5.0
CHEMRCTA,D=0.135
CHEMRCTA,B=0.5
CHEMRCTA,BETA=2.0
CHEMRCTA,GAMMA=25.0
ARGLCLE,N=10
ARGLCLE,N=50
ARGLCLE,N=100
ARGLCLE,N=200
ARGLCLE,M=20
ARGLCLE,M=100
ARGLCLE,M=200
ARGLCLE,M=400
SPIN,N=2
SPIN,N=3
SPIN,N=5
SPIN,N=10
SPIN,N=15
SPIN,N=20
SPIN,N=25
SPIN,N=30
SPIN,N=35
SPIN,N=40
SPIN,N=45
SPIN,N=50
LUBRIF,NN=10
LUBRIF,NN=50
LUBRIF,NN=250
INTEQNELS,N=10
INTEQNELS,N=50
INTEQNELS,N=100
INTEQNELS,N=500
HAGER4,N=10
HAGER4,N=50
HAGER4,N=100
HAGER4,N=500
HAGER4,N=1000
HAGER4,N=2500
HAGER4,N=5000
OBSTCLAL,PX=4
OBSTCLAL,PY=4
OBSTCLAL,PX=10
OBSTCLAL,PY=10
OBSTCLAL,PX=23
OBSTCLAL,PY=23
OBSTCLAL,PX=32
OBSTCLAL,PY=32
OBSTCLAL,PX=75
OBSTCLAL,PY=75
OBSTCLAL,PX=100
OBSTCLAL,PY=100
OBSTCLAL,PX=125
OBSTCLAL,PY=125
OBSTCLAL,C=1.0
OPTMASS,N=10
OPTMASS,N=100
OPTMASS,N=200
OPTMASS,N=500
OPTMASS,N=1000
OPTMASS,N=5000
TRAINF,TIME=4.8
TRAINF,LENGTH=6.0
TRAINF,TIME=2.0
TRAINF,LENGTH=2.0
TRAINF,TIME=1.5
TRAINF,LENGTH=2.0
TRAINF,N=11
TRAINF,N=51
TRAINF,N=101
TRAINF,N=201
TRAINF,N=501
TRAINF,N=1001
TRAINF,N=5001
TRAINF,N=10001
GRIDNETG,L=2
GRIDNETG,L=10
GRIDNETG,L=20
GRIDNETG,L=30
GRIDNETG,L=40
GRIDNETG,C=2.0
GRIDNETG,R=0.1
GRIDNETG,A=1.0
LUKVLI14,N=98
LUKVLI14,N=998
LUKVLI14,N=9998
LUKVLI14,N=99998
BRYBND,N=10
BRYBND,N=50
BRYBND,N=100
BRYBND,N=500
BRYBND,N=1000
BRYBND,N=5000
BRYBND,N=10000
BRYBND,KAPPA1=2.0
BRYBND,KAPPA2=5.0
BRYBND,KAPPA3=1.0
BRYBND,LB=5
BRYBND,UB=1
EXTROSNB,N=5
EXTROSNB,N=10
EXTROSNB,N=100
EXTROSNB,N=1000
CLPLATEC,P=4
CLPLATEC,P=7
CLPLATEC,P=10
CLPLATEC,P=23
CLPLATEC,P=32
CLPLATEC,P=71
CLPLATEB,P=4
CLPLATEB,P=7
CLPLATEB,P=10
CLPLATEB,P=23
CLPLATEB,P=32
CLPLATEB,P=71
LUKVLE18,N=97
LUKVLE18,N=997
LUKVLE18,N=9997
LUKVLE18,N=99997
AUG3DQP,NX=3
AUG3DQP,NX=10
AUG3DQP,NX=20
AUG3DQP,NX=30
AUG3DQP,NY=3
AUG3DQP,NY=10
AUG3DQP,NY=20
AUG3DQP,NY=30
AUG3DQP,NZ=3
AUG3DQP,NZ=10
AUG3DQP,NZ=20
AUG3DQP,NZ=30
UBH5,N=10
UBH5,N=100
UBH5,N=500
UBH5,N=1000
UBH5,N=2000
RDW2D51F,N=2
RDW2D51F,N=4
RDW2D51F,N=8
RDW2D51F,N=16
RDW2D51F,N=32
RDW2D51F,N=64
RDW2D51F,N=128
RDW2D51F,N=256
RDW2D51F,N=512
RDW2D51F,N=1024
RDW2D51F,N=2048
RDW2D51F,N=4096
RDW2D51F,N=8192
RDW2D51F,N=16384
RDW2D51F,BETA=0.01
CRAGGLVY,M=1
CRAGGLVY,M=4
CRAGGLVY,M=24
CRAGGLVY,M=49
CRAGGLVY,M=249
CRAGGLVY,M=499
CRAGGLVY,M=2499
GRIDNETF,L=2
GRIDNETF,L=4
GRIDNETF,L=8
GRIDNETF,L=10
GRIDNETF,L=20
GRIDNETF,L=30
GRIDNETF,L=40
GRIDNETF,C=2.0
GRIDNETF,R=0.1
GRIDNETF,A=1.0
LUKVLI15,N=97
LUKVLI15,N=997
LUKVLI15,N=9997
LUKVLI15,N=99997
ORTHRDS2,NPTS=10
ORTHRDS2,NPTS=50
ORTHRDS2,NPTS=76
ORTHRDS2,NPTS=100
ORTHRDS2,NPTS=250
ORTHRDS2,NPTS=500
ORTHRDS2,NPTS=2500
ORTHRDS2,NPTS=5000
TAX213322,NA=21
TAX213322,NB=3
TAX213322,NC=3
TAX213322,ND=2
TAX213322,NE=2
CURLY20,N=100
CURLY20,N=1000
CURLY20,N=10000
PENLT1NE,N=4
PENLT1NE,N=10
PENLT1NE,N=50
PENLT1NE,N=100
PENLT1NE,N=500
PENLT1NE,N=1000
PENLT1NE,N=20
AUG2DCQP,NX=3
AUG2DCQP,NX=10
AUG2DCQP,NX=40
AUG2DCQP,NX=100
AUG2DCQP,NX=200
AUG2DCQP,NY=3
AUG2DCQP,NY=10
AUG2DCQP,NY=40
AUG2DCQP,NY=100
AUG2DCQP,NY=200
BDVALUES,NDP=12
BDVALUES,NDP=52
BDVALUES,NDP=102
BDVALUES,NDP=502
BDVALUES,NDP=1002
BDVALUES,NDP=5002
BDVALUES,NDP=10002
BDVALUES,NDP=50002
BDVALUES,NDP=100002
BDVALUES,X0SCALE=10.0
BDVALUES,X0SCALE=100.0
BDVALUES,X0SCALE=1000.0
BROYDN3D,N=10
BROYDN3D,N=50
BROYDN3D,N=100
BROYDN3D,N=500
BROYDN3D,N=1000
BROYDN3D,N=5000
BROYDN3D,N=10000
BROYDN3D,KAPPA1=2.0
BROYDN3D,KAPPA2=1.0
BROWNAL,N=10
BROWNAL,N=100
BROWNAL,N=200
BROWNAL,N=1000
SCOND1LS,N=10
SCOND1LS,LN=9
SCOND1LS,N=50
SCOND1LS,LN=45
SCOND1LS,N=100
SCOND1LS,LN=90
SCOND1LS,N=500
SCOND1LS,LN=450
SCOND1LS,N=1000
SCOND1LS,LN=900
SCOND1LS,N=5000
SCOND1LS,LN=4500
SCOND1LS,LAMBDA=1.0
WOODS,NS=1
WOODS,NS=25
WOODS,NS=250
WOODS,NS=1000
WOODS,NS=2500
CHEMRCTB,N=10
CHEMRCTB,N=50
CHEMRCTB,N=100
CHEMRCTB,N=500
CHEMRCTB,N=1000
CHEMRCTB,N=5000
CHEMRCTB,PE=5.0
CHEMRCTB,D=0.135
CHEMRCTB,B=0.5
CHEMRCTB,GAMMA=25.0
MSQRTALS,P=2
MSQRTALS,P=7
MSQRTALS,P=10
MSQRTALS,P=23
MSQRTALS,P=32
MSQRTALS,P=70
EIGENBCO,N=2
EIGENBCO,N=10
EIGENBCO,N=50
ENGVAL1,N=2
ENGVAL1,N=50
ENGVAL1,N=100
ENGVAL1,N=1000
ENGVAL1,N=5000
BLOCKQP4,N=10
BLOCKQP4,N=100
BLOCKQP4,N=1000
BLOCKQP4,N=5000
BLOCKQP4,N=10000
BLOCKQP4,B=5
BLOCKQP4,B=10
BLOCKQP4,B=50
EIGENAU,N=2
EIGENAU,N=10
EIGENAU,N=50
BROYDNBDLS,N=10
BROYDNBDLS,N=50
BROYDNBDLS,N=100
BROYDNBDLS,N=500
BROYDNBDLS,N=1000
BROYDNBDLS,N=5000
BROYDNBDLS,N=10000
BROYDNBDLS,KAPPA1=2.0
BROYDNBDLS,KAPPA2=5.0
BROYDNBDLS,KAPPA3=1.0
BROYDNBDLS,LB=5
BROYDNBDLS,UB=1
LUKVLI17,N=97
LUKVLI17,N=997
LUKVLI17,N=9997
LUKVLI17,N=99997
GRIDNETD,L=2
GRIDNETD,L=4
GRIDNETD,L=8
GRIDNETD,L=10
GRIDNETD,L=20
GRIDNETD,L=30
GRIDNETD,L=40
GRIDNETD,C=2.0
GRIDNETD,R=0.1
GRIDNETD,A=1.0
CLPLATEA,P=4
CLPLATEA,P=7
CLPLATEA,P=10
CLPLATEA,P=23
CLPLATEA,P=32
CLPLATEA,P=71
LUKVLI16,N=97
LUKVLI16,N=997
LUKVLI16,N=9997
LUKVLI16,N=99997
GRIDNETE,L=2
GRIDNETE,L=4
GRIDNETE,L=8
GRIDNETE,L=10
GRIDNETE,L=20
GRIDNETE,L=30
GRIDNETE,L=40
GRIDNETE,C=2.0
GRIDNETE,R=0.1
GRIDNETE,A=1.0
OBSTCLBU,PX=4
OBSTCLBU,PY=4
OBSTCLBU,PX=10
OBSTCLBU,PY=10
OBSTCLBU,PX=23
OBSTCLBU,PY=23
OBSTCLBU,PX=32
OBSTCLBU,PY=32
OBSTCLBU,PX=75
OBSTCLBU,PY=75
OBSTCLBU,PX=100
OBSTCLBU,PY=100
OBSTCLBU,PX=125
OBSTCLBU,PY=125
OBSTCLBU,C=1.0
POWELLBC,P=2
POWELLBC,P=5
POWELLBC,P=10
POWELLBC,P=100
POWELLBC,P=500
ARGLALE,N=10
ARGLALE,N=50
ARGLALE,N=100
ARGLALE,N=200
ARGLALE,M=20
ARGLALE,M=100
ARGLALE,M=200
ARGLALE,M=400
BLOCKQP5,N=10
BLOCKQP5,N=100
BLOCKQP5,N=1000
BLOCKQP5,N=5000
BLOCKQP5,N=10000
BLOCKQP5,B=5
BLOCKQP5,B=10
BLOCKQP5,B=50
PINENE,NH=25
PINENE,NH=50
PINENE,NH=100
PINENE,NH=200
PINENE,NP=5
PINENE,NM=8
PINENE,NC=1
PINENE,NC=2
PINENE,NC=3
PINENE,NC=4
PINENE,RHO1=0.5
PINENE,RHO1=0.7886751346
PINENE,RHO1=0.5
PINENE,RHO1=0.0694318442
PINENE,RHO2=0.2113248654
PINENE,RHO2=0.8872983346
PINENE,RHO2=0.3300094782
PINENE,RHO3=0.1127016654
PINENE,RHO3=0.6699905218
PINENE,RHO4=0.9305681558
CVXBQP1,N=10
CVXBQP1,N=50
CVXBQP1,N=100
CVXBQP1,N=1000
CVXBQP1,N=10000
CVXBQP1,N=100000
DQRTIC,N=10
DQRTIC,N=50
DQRTIC,N=100
DQRTIC,N=500
DQRTIC,N=1000
DQRTIC,N=5000
VANDERM2,N=2
VANDERM2,N=3
VANDERM2,N=4
VANDERM2,N=5
VANDERM2,N=10
VANDERM2,N=50
VANDERM2,N=100
SOSQP1,N=10
SOSQP1,N=100
SOSQP1,N=1000
SOSQP1,N=2500
SOSQP1,N=5000
SOSQP1,N=10000
SOSQP1,N=50000
ROCKET,NH=50
ROCKET,NH=100
ROCKET,NH=200
ROCKET,NH=400
HADAMARD,N=2
HADAMARD,N=4
HADAMARD,N=6
HADAMARD,N=8
HADAMARD,N=10
HADAMARD,N=12
HADAMARD,N=14
HADAMARD,N=16
HADAMARD,N=18
HADAMARD,N=20
HADAMARD,N=100
LISWET12,N=100
LISWET12,K=3
LISWET12,N=100
LISWET12,K=4
LISWET12,N=100
LISWET12,K=5
LISWET12,N=100
LISWET12,K=6
LISWET12,N=400
LISWET12,K=2
LISWET12,N=400
LISWET12,K=3
LISWET12,N=2000
LISWET12,K=1
LISWET12,N=2000
LISWET12,K=2
LISWET12,N=10000
LISWET12,K=1
LISWET12,N=10000
LISWET12,K=2
CHANNEL,ND=4
CHANNEL,NH=50
CHANNEL,NH=100
CHANNEL,NH=200
CHANNEL,NH=400
CHANNEL,NC=1
CHANNEL,NC=2
CHANNEL,NC=3
CHANNEL,NC=4
CHANNEL,RHO1=0.5
CHANNEL,RHO1=0.7886751346
CHANNEL,RHO1=0.5
CHANNEL,RHO1=0.0694318442
CHANNEL,RHO2=0.2113248654
CHANNEL,RHO2=0.8872983346
CHANNEL,RHO2=0.3300094782
CHANNEL,RHO3=0.1127016654
CHANNEL,RHO3=0.6699905218
CHANNEL,RHO4=0.9305681558
HAGER2,N=10
HAGER2,N=50
HAGER2,N=100
HAGER2,N=500
HAGER2,N=1000
HAGER2,N=2500
HAGER2,N=5000
BLOCKQP1,N=10
BLOCKQP1,N=100
BLOCKQP1,N=1000
BLOCKQP1,N=5000
BLOCKQP1,N=10000
BLOCKQP1,B=5
BLOCKQP1,B=10
BLOCKQP1,B=50
GRIDNETA,L=2
GRIDNETA,L=4
GRIDNETA,L=8
GRIDNETA,L=10
GRIDNETA,L=20
GRIDNETA,L=30
GRIDNETA,L=40
GRIDNETA,L=50
GRIDNETA,C=2.0
GRIDNETA,R=0.1
LUKVLI12,N=97
LUKVLI12,N=997
LUKVLI12,N=9997
LUKVLI12,N=99997
FLETCBV3,N=10
FLETCBV3,N=100
FLETCBV3,N=1000
FLETCBV3,N=5000
FLETCBV3,N=10000
FLETCBV3,KAPPA=1.0
FLETCBV3,KAPPA=0.0
LIARWHD,N=36
LIARWHD,N=100
LIARWHD,N=500
LIARWHD,N=1000
LIARWHD,N=5000
LIARWHD,N=10000
OSCIPATH,N=2
OSCIPATH,N=5
OSCIPATH,N=10
OSCIPATH,N=25
OSCIPATH,N=100
OSCIPATH,N=500
OSCIPATH,RHO=1.0
OSCIPATH,RHO=500.0
HANGING,NX=3
HANGING,NY=3
HANGING,NX=5
HANGING,NY=6
HANGING,NX=10
HANGING,NY=10
HANGING,NX=20
HANGING,NY=30
HANGING,NX=40
HANGING,NY=30
YATP2SQ,N=2
YATP2SQ,N=10
YATP2SQ,N=50
YATP2SQ,N=100
YATP2SQ,N=200
YATP2SQ,N=350
PROBPENL,N=10
PROBPENL,N=50
PROBPENL,N=100
PROBPENL,N=500
NONSCOMP,N=25
NONSCOMP,N=50
NONSCOMP,N=100
NONSCOMP,N=500
NONSCOMP,N=1000
NONSCOMP,N=5000
NONSCOMP,N=10000
SPINOP,N=2
SPINOP,N=3
SPINOP,N=5
SPINOP,N=10
SPINOP,N=15
SPINOP,N=20
SPINOP,N=25
SPINOP,N=30
SPINOP,N=35
SPINOP,N=40
SPINOP,N=45
SPINOP,N=50
BDQRTIC,N=100
BDQRTIC,N=500
BDQRTIC,N=1000
BDQRTIC,N=5000
HUESTIS,K=10
HUESTIS,K=100
HUESTIS,K=1000
HUESTIS,K=5000
HUESTIS,K=10000
DQDRTIC,N=10
DQDRTIC,N=50
DQDRTIC,N=100
DQDRTIC,N=500
DQDRTIC,N=1000
DQDRTIC,N=5000
SCURLY10,N=10
SCURLY10,N=100
SCURLY10,N=1000
SCURLY10,N=10000
SCURLY10,N=100000
SCURLY10,N=1000000
NONMSQRT,P=3
NONMSQRT,P=7
NONMSQRT,P=10
NONMSQRT,P=23
NONMSQRT,P=32
NONMSQRT,P=70
GASOIL,NH=50
GASOIL,NH=100
GASOIL,NH=200
GASOIL,NH=400
FLETCBV2,N=10
FLETCBV2,N=100
FLETCBV2,N=1000
FLETCBV2,N=5000
FLETCBV2,N=10000
FLETCBV2,KAPPA=1.0
FLETCBV2,KAPPA=0.0
WATSON,N=12
WATSON,N=31
LUKVLI13,N=98
LUKVLI13,N=998
LUKVLI13,N=9998
LUKVLI13,N=99998
ARGLINA,N=10
ARGLINA,N=50
ARGLINA,N=100
ARGLINA,N=200
ARGLINA,M=20
ARGLINA,M=100
ARGLINA,M=200
ARGLINA,M=400
TAXR13322,NA=1
TAXR13322,NB=3
TAXR13322,NC=3
TAXR13322,ND=2
TAXR13322,NE=2
HAGER3,N=10
HAGER3,N=50
HAGER3,N=100
HAGER3,N=500
HAGER3,N=1000
HAGER3,N=2500
HAGER3,N=5000
NCB20B,N=21
NCB20B,N=22
NCB20B,N=50
NCB20B,N=100
NCB20B,N=180
NCB20B,N=500
NCB20B,N=1000
NCB20B,N=2000
NCB20B,N=5000
EIGENBLS,N=2
EIGENBLS,N=10
EIGENBLS,N=50
VANDERM3,N=2
VANDERM3,N=3
VANDERM3,N=4
VANDERM3,N=5
VANDERM3,N=10
VANDERM3,N=50
VANDERM3,N=100
NCVXBQP1,N=10
NCVXBQP1,N=50
NCVXBQP1,N=100
NCVXBQP1,N=1000
NCVXBQP1,N=10000
NCVXBQP1,N=100000
MARINE,NH=25
MARINE,NH=50
MARINE,NH=100
MARINE,NH=200
MARINE,NC=1
MARINE,NC=2
MARINE,NC=3
MARINE,NC=4
MARINE,RHO1=0.5
MARINE,RHO1=0.7886751346
MARINE,RHO1=0.5
MARINE,RHO1=0.0694318442
MARINE,RHO2=0.2113248654
MARINE,RHO2=0.8872983346
MARINE,RHO2=0.3300094782
MARINE,RHO3=0.1127016654
MARINE,RHO3=0.6699905218
MARINE,RHO4=0.9305681558
ARWHDNE,N=2
ARWHDNE,N=100
ARWHDNE,N=500
ARWHDNE,N=1000
ARWHDNE,N=5000
